key,category,zh-CN,note
world-summary.leaderboard.meta.sect-leader,世界信息,宗主 {leaderName},范围D固定前端可见文本
world-summary.leaderboard.subtitle,世界信息,收录前 {limit} 名 · 十分钟一更 · {time},范围D固定前端可见文本
world-summary.leaderboard.tab.body-training,世界信息,炼体,范围D固定前端可见文本
world-summary.leaderboard.tab.deaths,世界信息,身陨,范围D固定前端可见文本
world-summary.leaderboard.tab.monster-kills,世界信息,斩妖,范围D固定前端可见文本
world-summary.leaderboard.tab.player-kills,世界信息,杀伐,范围D固定前端可见文本
world-summary.leaderboard.tab.realm,世界信息,境界,范围D固定前端可见文本
world-summary.leaderboard.tab.sects,世界信息,宗门,范围D固定前端可见文本
world-summary.leaderboard.tab.spirit-stones,世界信息,灵石,范围D固定前端可见文本
world-summary.leaderboard.tab.supreme-attrs,世界信息,六维最强,范围D固定前端可见文本
world-summary.leaderboard.title,世界信息,排行榜,范围D固定前端可见文本
world-summary.leaderboard.value.body-training,世界信息,炼体 {level} 层,范围D固定前端可见文本
world-summary.leaderboard.value.deaths,世界信息,死亡 {count},范围D固定前端可见文本
world-summary.leaderboard.value.monster-kills,世界信息,击杀 {count},范围D固定前端可见文本
world-summary.leaderboard.value.player-kills,世界信息,击杀玩家 {count},范围D固定前端可见文本
world-summary.leaderboard.value.sect-members,世界信息,{count} 人,范围D固定前端可见文本
world-summary.leaderboard.value.spirit-stones,世界信息,{count} 灵石,范围D固定前端可见文本
world-summary.modal.hint.close-outside,世界信息,点击空白处关闭,范围D固定前端可见文本
world-summary.row.action.alchemy,世界信息,炼丹,范围D固定前端可见文本
world-summary.row.action.combat,世界信息,战斗,范围D固定前端可见文本
world-summary.row.action.cultivation,世界信息,修炼,范围D固定前端可见文本
world-summary.row.action.enhancement,世界信息,强化,范围D固定前端可见文本
world-summary.row.kills.boss-monsters,世界信息,Boss,范围D固定前端可见文本
world-summary.row.kills.elite-monsters,世界信息,精英怪物,范围D固定前端可见文本
world-summary.row.kills.normal-monsters,世界信息,普通怪物,范围D固定前端可见文本
world-summary.row.kills.player-deaths,世界信息,玩家死亡,范围D固定前端可见文本
world-summary.row.kills.player-kills,世界信息,玩家击杀玩家,范围D固定前端可见文本
world-summary.row.realm.initial,世界信息,初始境界,范围D固定前端可见文本
world-summary.row.realm.mortal,世界信息,凡人境界,范围D固定前端可见文本
world-summary.row.realm.qi-refining-or-above,世界信息,炼气及以上,范围D固定前端可见文本
world-summary.row.total-spirit-stones,世界信息,全体玩家持有,范围D固定前端可见文本
world-summary.section.actions,世界信息,当前行动人数,范围D固定前端可见文本
world-summary.section.kills-deaths,世界信息,全服击杀与死亡,范围D固定前端可见文本
world-summary.section.realms,世界信息,境界人数,范围D固定前端可见文本
world-summary.section.spirit-stones,世界信息,灵石总和,范围D固定前端可见文本
world-summary.summary.empty,世界信息,暂无世界卷宗。,范围D固定前端可见文本
world-summary.summary.intro,世界信息,阁藏天下卷宗，专收全服低频汇总情报。,范围D固定前端可见文本
world-summary.summary.loading,世界信息,天机阁正在调阅世界卷宗……,范围D固定前端可见文本
world-summary.summary.subtitle,世界信息,世界卷宗 · 十分钟一更 · {time},范围D固定前端可见文本
world-summary.summary.title,世界信息,世界,范围D固定前端可见文本
world-summary.value.people,世界信息,{count} 人,范围D固定前端可见文本
world-summary.value.spirit-stones,世界信息,{count} 灵石,范围D固定前端可见文本
world-summary.value.times,世界信息,{count} 次,范围D固定前端可见文本
world.danger.easier.1,世界信息,尚可从容,
world.danger.easier.2,世界信息,游刃有余,
world.danger.easier.3,世界信息,轻车熟路,
world.danger.easier.4,世界信息,难逢敌手,
world.danger.easier.many,世界信息,如履平地,
world.danger.harder.1,世界信息,高你一境，稍有风浪,
world.danger.harder.2,世界信息,高你两境，已有压力,
world.danger.harder.3,世界信息,高你三境，险意渐浓,
world.danger.harder.4,世界信息,高你四境，步步惊心,
world.danger.harder.many,世界信息,高你{gap}境，十面埋伏,
world.danger.matched,世界信息,境界相宜，正合历练,
world.danger.realm.acquired,世界信息,易筋-通脉,
world.danger.realm.before-qi,世界信息,叩仙门,
world.danger.realm.body-training,世界信息,凡胎-锻骨,
world.danger.realm.entry,世界信息,凡胎-锻骨,
world.danger.realm.innate,世界信息,瑶光-叩仙门,
world.danger.realm.major,世界信息,瑶光-天玑,
world.danger.realm.minor,世界信息,易筋-通脉,
world.danger.realm.perfection,世界信息,天璇-叩仙门,
world.danger.realm.qi-start,世界信息,练气一层,
world.danger.recommended.unknown,世界信息,未知,
world.danger.unknown,世界信息,境界未明，谨慎试探,
world.guide.ancient-ruins.desc,世界信息,阵纹、碑灵与残篇并存，是正式触碰修仙叙事的区域。,
world.guide.ancient-ruins.mood,世界信息,仙道线索区,
world.guide.ancient-ruins.recommended-realm,世界信息,瑶光-天权,
world.guide.ancient-ruins.resource.0,世界信息,断纹石片,
world.guide.ancient-ruins.resource.1,世界信息,魂墨,
world.guide.ancient-ruins.resource.2,世界信息,遗迹钥石,
world.guide.ancient-ruins.route,世界信息,清理符阵看守，接通灵岭与天穹后段线。,
world.guide.ancient-ruins.threat.0,世界信息,石卫傀,
world.guide.ancient-ruins.threat.1,世界信息,骨翎夜鸮,
world.guide.ancient-ruins.threat.2,世界信息,符阵看守,
world.guide.ancient-ruins.title,世界信息,断碑遗迹,
world.guide.bamboo-forest.desc,世界信息,狼群、蛇妖与竹灵共生，是从江湖搏杀过渡到修行世界的门槛。,
world.guide.bamboo-forest.mood,世界信息,武侠过渡带,
world.guide.bamboo-forest.recommended-realm,世界信息,易筋-养气,
world.guide.bamboo-forest.resource.0,世界信息,狼牙,
world.guide.bamboo-forest.resource.1,世界信息,蛇胆,
world.guide.bamboo-forest.resource.2,世界信息,翠竹心,
world.guide.bamboo-forest.resource.3,世界信息,步法残页,
world.guide.bamboo-forest.route,世界信息,主径推矿洞与遗迹，侧路进荒野，南下兽谷。,
world.guide.bamboo-forest.threat.0,世界信息,噬灵狼,
world.guide.bamboo-forest.threat.1,世界信息,青鳞竹蛇,
world.guide.bamboo-forest.threat.2,世界信息,刃竹螳,
world.guide.bamboo-forest.title,世界信息,青竹林,
world.guide.beast-valley.desc,世界信息,兽谷裂隙已显露灵灾本相，建议高补给、高功法成熟度再推进。,
world.guide.beast-valley.mood,世界信息,修仙高危战区,
world.guide.beast-valley.recommended-realm,世界信息,玉衡-天璇,
world.guide.beast-valley.resource.0,世界信息,血羽,
world.guide.beast-valley.resource.1,世界信息,妖狼骨,
world.guide.beast-valley.resource.2,世界信息,谷底核心,
world.guide.beast-valley.resource.3,世界信息,逆鳞,
world.guide.beast-valley.route,世界信息,先清外围，再压谷底王级目标和灵岭入口。,
world.guide.beast-valley.threat.0,世界信息,裂齿妖狼,
world.guide.beast-valley.threat.1,世界信息,血羽鸦,
world.guide.beast-valley.threat.2,世界信息,裂渊狼主,
world.guide.beast-valley.title,世界信息,噬魂兽谷,
world.guide.black-iron-mine.desc,世界信息,矿脉灵气紊乱，材料密集，但补给和走位压力明显上升。,
world.guide.black-iron-mine.mood,世界信息,资源高压区,
world.guide.black-iron-mine.recommended-realm,世界信息,养气-玉衡,
world.guide.black-iron-mine.resource.0,世界信息,玄铁矿块,
world.guide.black-iron-mine.resource.1,世界信息,晶尘,
world.guide.black-iron-mine.resource.2,世界信息,信标核心,
world.guide.black-iron-mine.route,世界信息,推进钟乳深区，搜集矿材与信标核心。,
world.guide.black-iron-mine.threat.0,世界信息,矿魈,
world.guide.black-iron-mine.threat.1,世界信息,晶背蝠,
world.guide.black-iron-mine.title,世界信息,玄铁矿洞,
world.guide.qizhen-crossing.desc,世界信息,主城改成三重错台加折线街巷，百工、静气、行修和旧渡口不再是几块平铺方盒。,
world.guide.qizhen-crossing.mood,世界信息,前线渡城,
world.guide.qizhen-crossing.recommended-realm,世界信息,练气一层-半步筑基,
world.guide.qizhen-crossing.resource.0,世界信息,五行路口,
world.guide.qizhen-crossing.resource.1,世界信息,散修交易,
world.guide.qizhen-crossing.resource.2,世界信息,稳脉调息,
world.guide.qizhen-crossing.resource.3,世界信息,练气补给,
world.guide.qizhen-crossing.route,世界信息,北台接回渡阵，西去裂锋原，东分青萝谷与寒汐泽，南下赤陨庭。,
world.guide.qizhen-crossing.threat.0,世界信息,外行修士混杂,
world.guide.qizhen-crossing.threat.1,世界信息,水线失足,
world.guide.qizhen-crossing.threat.2,世界信息,五行外图回压,
world.guide.qizhen-crossing.title,世界信息,栖真渡,
world.guide.sky-ruins.desc,世界信息,天宫已坠，封印未绝，乃当世至险之地。,
world.guide.sky-ruins.mood,世界信息,高段终局区,
world.guide.sky-ruins.recommended-realm,世界信息,宗师-叩仙门,
world.guide.sky-ruins.resource.0,世界信息,星陨金,
world.guide.sky-ruins.resource.1,世界信息,天纹残页,
world.guide.sky-ruins.resource.2,世界信息,天封核心,
world.guide.sky-ruins.route,世界信息,补齐天封核心，处理终局王级目标。,
world.guide.sky-ruins.threat.0,世界信息,天宫猎者,
world.guide.sky-ruins.threat.1,世界信息,残宫傀仪,
world.guide.sky-ruins.threat.2,世界信息,噬星兽,
world.guide.sky-ruins.title,世界信息,天穹残宫,
world.guide.spirit-ridge.desc,世界信息,这里已经不止是江湖争杀，更考验神识、心性与突破准备。,
world.guide.spirit-ridge.mood,世界信息,升阶门槛区,
world.guide.spirit-ridge.recommended-realm,世界信息,天玑-大宗师,
world.guide.spirit-ridge.resource.0,世界信息,岭兽爪,
world.guide.spirit-ridge.resource.1,世界信息,霜华精粹,
world.guide.spirit-ridge.resource.2,世界信息,灵岭行令,
world.guide.spirit-ridge.route,世界信息,先做岭门试锋，再接天穹残宫。,
world.guide.spirit-ridge.threat.0,世界信息,灵脊虎,
world.guide.spirit-ridge.threat.1,世界信息,寒翎鹤,
